ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source
,,,,kcal,kJ,g,g,g,g,g,,g,g,g,g,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,,µg,µg,µg,µg,µg,µg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Römersalat / Romanasalat,Römersalat / Romanasalat,,"18,3","73,3","1,3","0,2","1,3","1,3","1,8",,"0,0","0,0","0,1","0,0",,"87,0","11,2","0,0","0,6",,"0,1","0,1","0,1","0,0",,"57,0","0,3","0,1",,"39,2","44,9","196,3","9,0","7,8","24,6",,,"0,6",,,"3,7","0,2",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Römersalat / Romanasalat,0,Gemüse,Gemüse,
180,Rosenkohl,Rosenkohl,,34,144,"4,3","0,3","3,4",2,4,0,"0,1",0,"0,2",0,0,"0,1","109,8",0,"0,6","0,2","0,1","0,1","0,3",0,0,"0,1","0,7","0,5",0,30,43,375,21,9,80,96,0,66,1166,9,239,0,620,0,195,262,45,486,21,71,762,157,94,167,0,198,200,45,126,756,229,143,43,91,181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,Rosenkohl,0,Gemüse,Gemüse,lexolino
181,Rosmarin,Rosmarin,,55,230,"0,7","2,4","7,4","6,5",3,0,"0,5","0,1","1,3",0,0,"0,1",0,0,0,0,"0,1",0,0,0,0,0,"0,2",0,0,222,33,154,36,8,12,18,0,98,4402,16,81,1,539,0,43,35,50,75,8,81,120,21,12,32,0,45,44,10,26,30,24,29,7,17,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Rosmarin,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
182,Röstzwiebeln,Röstzwiebeln,,95,390,"3,1","0,476","16,7","16,7","4,29",0,"0,0952","0,0476","0,167",0,,"0,398","14,2",0,"0,33",,"0,13","0,045","0,3",0,,33,"0,68","0,21",,"67,9","45,2",250,"22,4","8,93",80,,,"0,619",,,"4,29","0,452",,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Röstzwiebeln,0,Gemüse,Gemüse,
183,Rote Beete,Rote Beete,,31,128,"1,5","0,1","5,9","0,5","2,5",0,0,0,0,0,0,0,"6,7",0,0,0,0,0,0,0,0,0,"0,2","0,1",0,30,77,152,17,29,42,16,0,73,839,21,156,0,288,0,31,31,89,94,17,345,364,31,18,38,0,52,78,25,40,35,33,42,11,49,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Rote Beete,0,Gemüse,Gemüse,lexolino
184,Rote Linsen,Rote Linsen,,345,1440,"23,8","1,8","52,5",2,"10,1",,"0,5",,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Linsen,0,Gemüse,Gemüse,
185,Rotwein (12% vol.),Rotwein (12% vol.),,290,290,70,0,"0,3","0,29",0,,0,0,0,0,,0,0,0,0,,0,"0,02","0,02",0,,0,"0,1","0,1",,8,10,115,15,5,14,,,,"0,9",,,10,"0,13",,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Rotwein,Rotwein (9% vol.),Getränke,Getränke,
186,Rotwein (9% vol.),Rotwein (9% vol.),,230,230,55,0,"0,2","0,2",0,,0,0,0,0,,0,0,0,0,,0,"0,02","0,02",0,,0,"0,1","0,1",,8,10,115,15,5,14,,,,"0,9",,,10,"0,13",,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Rotwein,Rotwein (12% vol.),Getränke,Getränke,
187,Rucola,Rucola,,30,120,"2,6","0,7","2,1","2,1","1,6",,"0,09","0,05","0,32",0,,237,15,0,"0,43",,"0,04","0,09","0,07",0,,97,"0,3",0,,160,0,369,0,27,52,,,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Rucola,0,Gemüse,Gemüse,
188,Safran,Safran,,349,1459,"11,7","5,8","60,9","53,6","4,1",0,"1,8","1,9","0,9",0,0,"0,1",0,0,0,0,0,0,0,0,0,0,"1,4",0,0,100,196,1772,194,159,240,101,0,327,10878,416,26412,5,2160,0,553,465,1106,1106,115,1812,1813,303,166,492,0,705,599,148,345,479,325,391,117,210,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Safran,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
189,Sahne,Sahne,,293,1226,"2,5",29,3,0,0,0,"17,5","8,8","1,2","0,1",0,"0,4","1,1",0,"0,8",0,0,"0,1",0,0,0,0,"0,1","0,3",0,86,54,100,9,32,60,22,0,18,113,10,3,9,291,0,77,88,22,189,20,35,528,49,60,150,0,242,169,55,117,219,131,95,34,108,152,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sahne,0,Milch & Milchprodukte,Milchprodukte,lexolino
190,Sambal Oelek,Sambal Oelek,,45,188,2,"1,5",3,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sambal Oelek,0,Gewürze & Kräuter,Gewürze & Kräuter,http://fddb.info/db/de/lebensmittel/diverse_sambal_oelek_318965/index.html
191,Sauce Hollandaise,Sauce Hollandaise,,122,509,"5,4","8,4","5,3","0,2","0,1",0,4,"2,8","0,6","0,1",0,"0,1",0,0,"0,5",0,0,"0,1",0,0,0,0,"0,6","0,2",0,23,86,78,7,55,88,48,0,76,1151,26,73,3,1155,0,273,329,218,502,68,329,756,184,148,279,0,445,394,118,187,204,240,257,61,174,283,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sauce Hollandaise,0,Milch & Milchprodukte,Milchprodukte,lexolino
192,Sauerkraut,Sauerkraut,,11,48,"1,4","0,3","0,7","0,6","3,7",0,"0,1",0,"0,2",0,0,0,"19,4",0,"0,1","0,1",0,0,"0,2",0,0,0,"0,2","0,2",0,48,860,291,13,341,42,38,0,120,552,43,151,1,294,0,61,103,42,136,19,24,337,36,30,41,0,82,71,14,43,261,86,53,15,29,56,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sauerkraut,0,Gemüse,Gemüse,lexolino
193,Saure Sahne,Saure,,123,514,"3,2","10,4","3,2",0,0,0,"6,2","3,3","0,4",0,0,"0,1",1,0,"0,3",0,0,"0,2",0,0,0,0,"0,1","0,4",0,103,74,139,12,37,85,26,0,24,98,11,4,11,447,0,93,108,61,218,24,164,585,59,68,168,0,316,220,75,142,265,151,121,38,146,202,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Saure Sahne,0,Milch & Milchprodukte,Milchprodukte,lexolino
194,Schafkäse,Schafskäse,,360,1490,24,29,"0,5","0,5",0,,17,,,,,,,,,,,,,,,,,,,,,,,670,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schafskäse,0,Käse & Käsezubereitungen,Milchprodukte,lexolino
195,Schafskäse,Schafskäse,,360,1490,24,29,"0,5","0,5",0,,17,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schafskäse,0,Käse & Käsezubereitungen,Milchprodukte,
196,Schalotte,Schalotte,,21,88,"1,4","0,2","3,4",2,"1,6",0,0,0,"0,1",0,0,0,"12,9",0,"0,3","0,3",0,"0,1","0,2",0,0,0,"0,6","0,1",0,36,23,354,4,13,56,53,0,49,1152,38,95,3,432,0,38,185,86,75,27,257,224,60,16,25,0,44,64,14,40,44,41,26,20,48,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schalotte,0,Gemüse,Gemüse,lexolino
197,Schinkenwürfel,Schinkenwürfel,,150,630,18,8,1,1,"0,5",,3,,,,,,,,,,,,,,,,,,,,,,,800,,,,,,,,"4,6","3,67",,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schinkenwürfel,0,Fleisch,Fleisch & Fisch,
198,Schinkenwurst,Schinkenwurst,,306,1281,"11,5","27,7","0,3","0,2","0,1",0,10,"12,8","3,3","0,1",0,0,"23,9",0,"0,3",0,"0,7","0,2","0,4",0,0,0,"2,3","0,4",0,14,1232,273,26,923,151,138,0,78,913,56,91,2,1630,0,665,669,186,997,149,347,1866,580,402,518,0,822,928,293,429,487,482,552,123,397,629,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schinkenwurst,0,Fleisch,Fleisch & Fisch,lexolino
199,Schlagsahne,Schlagsahne,,302,1266,"2,4","30,1","2,9",0,0,0,"17,7","9,5","1,2","0,1",0,"0,3",1,0,"0,9",0,0,"0,2",0,0,0,0,"0,1","0,3",0,80,50,104,8,31,55,22,0,17,105,10,3,10,349,0,90,77,21,196,21,27,472,56,58,150,0,239,183,59,115,230,133,99,33,120,158,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schlagsahne,0,Milch & Milchprodukte,Milchprodukte,lexolino
200,Schmand,Schmand,,170,690,3,"15,3",4,4,0,,9,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schmand,0,Milch & Milchprodukte,Milchprodukte,
201,Schmelzkäse,Schmelzkäse,,337,1409,"13,6","29,8","0,9",0,0,0,"18,1","9,1",1,"0,1",0,"0,3",0,0,"0,6",0,0,"0,3","0,1",0,0,0,"0,1","0,5",0,612,882,137,41,1144,792,270,0,128,1116,141,50,36,3424,0,335,440,89,793,61,294,2621,215,352,770,0,1304,1000,292,662,1525,638,584,184,613,824,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schmelzkäse,0,Käse & Käsezubereitungen,Milchprodukte,lexolino
202,Schnittlauch,Schnittlauch,,26,110,"3,4","0,6","1,6","1,4","6,4",0,"0,1",0,"0,4",0,0,"0,1","43,7",0,"1,6","0,5","0,1","0,1","0,4",0,0,0,"0,6","0,2",0,120,81,404,41,3,69,74,0,91,2071,53,276,4,488,0,161,240,69,319,27,147,682,168,57,156,0,203,166,34,125,231,169,141,42,95,169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schnittlauch,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
203,Schwein Gulasch,Schwein,,164,685,20,"8,8",0,0,0,0,"3,2","3,8",1,"0,1",0,0,0,0,"0,4",0,"0,8","0,2","0,6",0,0,0,"4,4","0,6",0,9,73,307,26,71,141,179,0,93,1728,78,14,1,3710,0,1032,1276,72,2027,225,109,3068,1156,756,900,0,1457,1786,490,849,973,859,970,224,785,978,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schwein,0,Fleisch,Fleisch & Fisch,lexolino
204,Schwein Hackfleisch,Schwein,,255,1067,"18,7","19,2",0,0,0,0,"6,9","9,2","2,1","0,1",0,0,0,0,"0,5",0,"0,7","0,2","0,4",0,0,0,"4,2","0,6",0,3,57,356,22,42,149,155,0,53,832,48,61,1,1709,0,1018,1143,377,1752,198,656,3046,944,659,892,0,1321,1498,423,698,849,719,760,214,691,825,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schwein,"Rind Hackfleisch,Pute Hackfleisch",Fleisch,Fleisch & Fisch,lexolino
205,Schwein Schinken gekocht,Schwein,,113,471,"18,1","3,8","0,9",0,0,0,"1,3","1,7","0,4",0,0,0,0,0,"0,2",0,"0,3","0,2","0,2",0,0,0,"1,4","0,3",0,18,2414,138,19,999,109,142,0,54,984,53,64,3,1782,0,1044,1088,44,1849,217,2,3126,1045,665,917,0,1251,1681,461,789,837,817,835,185,624,1024,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schwein,0,Fleisch,Fleisch & Fisch,lexolino
206,Schwein Schinkenspeck,Schwein,,156,651,"20,3","7,9",0,0,0,0,"2,5","3,7","0,9","0,1",0,0,0,0,"0,3",0,"0,9","0,2","0,5",0,0,0,"3,2","0,6",0,2,57,296,22,65,148,186,0,49,1223,54,66,1,1956,0,1219,1210,97,1791,236,193,3546,1087,648,942,0,1420,1748,528,828,904,909,856,233,805,1098,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schwein,Schwein Speck,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino
207,Schwein Speck,Schwein Speck,,148,620,"16,4","8,3","0,9",0,0,0,"2,9","3,9","0,9",0,0,0,0,0,"0,2",0,"0,7","0,1","0,4",0,0,0,"2,3","0,3",0,33,3044,227,49,2177,131,156,0,50,1405,46,59,3,1115,0,962,959,0,1465,202,13,3051,946,553,788,0,1139,1471,473,742,764,813,761,193,655,874,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Speck,Schwein Schinkenspeck,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino
208,Schwein Steak,Schwein,,183,765,"21,9",10,0,0,0,0,"3,6","4,6","1,1","0,1",0,0,0,0,"0,4",0,"0,8","0,2","0,5",0,0,0,"4,4","0,5",0,12,69,317,53,64,132,172,0,52,1583,44,57,1,1254,0,1196,1100,870,1735,231,1613,3214,1077,746,1000,0,1478,1725,487,861,868,944,821,244,723,1004,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Schwein,Rind Steak,Fleisch,Fleisch & Fisch,lexolino
209,Seelachs,Seelachs,,99,412,"21,5","1,2",0,0,0,0,"0,1","0,3","0,3","0,1",0,0,"0,7",0,"0,4",0,0,"0,2","0,2",0,0,0,"2,5","0,3",0,16,194,331,29,96,195,214,0,50,541,41,20,158,662,0,1269,1228,838,2046,209,1129,2755,1000,543,982,0,1562,1842,598,785,858,942,989,196,703,1051,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Lachs,"Lachs,Lachs geräuchert,Lachsfilet",Fisch,Fleisch & Fisch,lexolino
210,Sellerie,Sellerie,,15,63,"1,2","0,2",2,"1,2","2,6",0,0,0,"0,1",0,0,"0,5","6,4",0,"0,2",0,0,"0,1","0,1",0,0,0,"0,5","0,4",0,80,124,337,12,139,51,15,0,121,470,73,103,0,108,0,60,51,107,113,12,116,122,58,26,44,0,86,76,18,62,52,44,54,17,34,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sellerie,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
211,Senf,Senf,,81,341,"6,1","3,7","5,5",1,"1,1",0,"0,2","2,5","0,9",0,0,0,0,0,0,0,0,"0,2","0,1",0,0,0,"4,9","0,5",0,127,2300,138,107,1213,182,184,0,464,2160,33,227,2,428,0,285,406,63,477,138,146,1110,331,187,237,0,458,338,112,266,457,245,237,115,162,290,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Senf,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
212,Senf mittelstark,Senf mittelstark,,85,355,"5,7","3,9","6,2",1,"1,1",0,"0,2","2,5","0,9",0,0,0,3,0,0,0,0,"0,2","0,1",0,0,0,"5,1","0,5",0,122,2375,120,110,1236,184,182,0,444,2180,27,240,2,408,0,268,393,10,505,149,19,1278,300,182,240,0,399,382,120,226,430,281,245,128,179,328,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Senf,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
213,Sesamöl,Sesamöl,,995,4162,"0,2","99,5",0,0,0,0,"13,8","43,1","45,4",0,0,0,0,0,"3,2",0,0,"0,1",0,0,0,0,"0,1",0,0,9,0,20,0,2,0,0,0,0,105,0,0,0,0,0,9,25,1,15,4,2,45,9,5,7,0,13,5,5,8,7,10,8,3,7,10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sesamöl,"Olivenöl,Rapsöl,Sonnenblumenöl, Kokosöl,Butter,Magarine",Fette & Speiseöle,Sonstiges,lexolino
214,Sesampaste,Sesampaste,,622,2605,18,57,9,,10,,,,23,0,,0,0,,4,,1,0,1,,,,,,,666,,389,295,38,516,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sesampaste,0,"Getreideprodukte, Nährmittel, Backwaren",Gewürze & Kräuter,http://de.nutritiv.org/kalorien-vitamine-mineralstoffe/sesampaste/3447
215,Sherry,Sherry,,120,500,0,0,4,4,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,,9,7,89,8,6,7,,,1,,,10,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sherry,0,Getränke,Getränke,
216,Shiratakinudeln,Shiratakinudeln,,12,50,"1,1","0,1","0,1","0,1","3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Shiratakinudeln,0,Gemüse,Gemüse,http://fddb.info/db/de/lebensmittel/diverse_shiratakinudeln/index.html
217,Sojaflocken,Sojaflocken,,450,1870,"41,4","22,9","12,9",7,"12,6",,"2,5",,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sojaflocken,0,Gemüse,Gemüse,
218,Sojasauce,Sojasauce,,106,444,"9,9","4,7","5,4","0,3","4,2",0,"0,7","0,8","2,8",0,0,0,1,0,"0,4","0,1","0,4","0,1","0,2",0,0,0,"0,7","0,5",0,79,1680,600,69,1283,177,56,0,471,4151,42,1164,2,1464,0,384,717,17,1188,150,28,1931,445,210,439,0,761,580,134,435,552,549,417,115,370,469,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sojasauce,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
219,Sonnenblumenkerne,Sonnenblumenkerne,,601,2513,"24,3","48,2","12,9",0,"5,9",0,"5,3","10,1","30,8",0,0,0,0,0,"38,5",0,"1,9","0,2","0,5",0,0,"0,1","3,8","3,4",0,108,47,710,403,2,674,131,0,2338,5859,82,2266,13,5457,0,920,2108,426,2028,461,1147,5462,1337,490,1178,0,1550,817,428,1140,1024,900,809,312,540,1191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sonnenblumenkerne,"Kürbiskern,Pinienkerne",Nüsse & Samen,Sonstiges,lexolino
220,Sonnenblumenöl,Sonnenblumenöl,,933,3902,0,100,0,0,0,0,"11,2","23,9","60,2",0,0,0,0,0,"63,8",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,29,0,0,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Sonnenblumenöl,"Olivenöl,Rapsöl,Sesamöl,Kokosöl,Butter,Magarine",Fette & Speiseöle,Sonstiges,lexolino
221,Spinat,Sonnenblumenöl,,16,68,"2,7","0,3","0,6","0,2","2,6",0,0,0,"0,2",0,0,"0,8","48,4",0,"1,5","0,3","0,1","0,2","0,2",0,0,"0,1","0,6","0,2",0,135,58,658,61,63,50,18,0,120,4141,120,474,13,619,0,135,151,168,227,32,215,291,116,55,111,0,194,179,44,117,106,109,122,37,105,157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Spinat,0,Gemüse,Gemüse,lexolino
222,Spitzpaprika,Spitzpaprika,,37,155,1,"0,5","6,4",,"3,6",,,,,,,"0,35",140,,"2,9",,"0,04","0,12","0,45",,,,,,,10,18,260,14,,30,20,,100,1000,20,100,,300,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Spitzpaprika,0,Gemüse,Gemüse,http://fddb.info/db/de/lebensmittel/naturprodukt_spitzpaprika_rot/index.html
223,Steckrübe,Steckrübe,,36,150,"1,2","0,2","5,7",,"2,9",,,,,,,"0,02",33,0,"0,2",,"0,05","0,06","0,2",0,,,,,,48,31,227,11,,31,39,,100,500,30,100,4,100,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Steckrübe,0,Gemüse,Gemüse,http://fddb.info/db/de/lebensmittel/naturprodukt_steckruebe_roh/index.html
224,stückige Tomaten,stückige Tomaten,,20,90,1,0,"3,5",3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,stückige Tomaten,0,Gemüse,Gemüse,
225,Suppengrün,Suppengrün,,23,98,"1,4","0,3","3,8","2,1","2,8",0,"0,1",0,"0,1",0,0,"0,5","11,8",0,"0,4","0,2","0,1","0,1","0,2",0,0,0,"0,6","0,3",0,64,80,275,17,62,47,33,0,63,1054,16,260,5,397,0,67,63,139,157,11,186,209,46,25,55,0,69,66,15,43,49,44,48,16,23,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Suppengrün,0,Gewürze & Kräuter,Gewürze & Kräuter,lexolino
226,Süßstoff (flüssig),Süßstoff (flüssig),,2,8,0,0,"0,4","0,4",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Süßstoff (flüssig),Zucker,Gewürze & Kräuter,Gewürze & Kräuter,http://fddb.info/db/de/lebensmittel/day_plus_suessstoff_fluessig/index.html
227,Teriyakisauce,Teriyakisauce,,84,352,"1,8","0,3",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Teriyakisauce,0,Gewürze & Kräuter,Gewürze & Kräuter,http://fddb.info/db/de/lebensmittel/kuehne_teriyakisauce/index.html
228,Thunfisch,Thunfisch,,233,976,"22,4","15,2",0,0,0,0,"4,2","4,1","5,5","0,1",0,"0,5",1,0,"1,3",0,"0,2","0,2","0,6",0,0,0,9,"0,7",0,27,127,383,32,35,226,223,0,86,980,28,15,53,886,0,1426,1248,497,2323,286,745,3477,1007,1067,972,0,1457,1930,541,703,661,810,965,200,924,1201,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Thunfisch,Thunfisch Konserve,Fisch,Fleisch & Fisch,lexolino
